date,range,se_lat,se_lon,hg_lat,hg_lon,ihg_lon
1983-05-18,16.29,23.8,216.6,19.1395,210.66,138.88
1983-05-19,16.3,23.9,216.7,19.2484,196.56,138.97
1983-05-20,16.31,23.9,216.7,19.2484,182.37,138.97
1983-05-21,16.32,23.9,216.7,19.2484,168.19,138.97
1983-05-22,16.33,23.9,216.7,19.2484,154.0,138.97
1983-05-23,16.34,23.9,216.7,19.2484,139.82,138.97
1983-05-24,16.35,23.9,216.8,19.2579,125.73,139.06
1983-05-25,16.36,23.9,216.8,19.2579,111.55,139.06
1983-05-26,16.36,23.9,216.8,19.2579,97.36,139.06
1983-05-27,16.37,23.9,216.8,19.2579,83.18,139.06
1983-05-28,16.38,24.0,216.9,19.3669,69.08,139.15
1983-05-29,16.39,24.0,216.9,19.3669,54.89,139.15
1983-05-30,16.4,24.0,216.9,19.3669,40.71,139.15
1983-05-31,16.41,24.0,216.9,19.3669,26.53,139.15
1983-06-01,16.42,24.0,217.0,19.3764,12.44,139.25
1983-06-02,16.43,24.0,217.0,19.3764,358.25,139.25
1983-06-03,16.44,24.0,217.0,19.3764,344.07,139.25
1983-06-04,16.45,24.0,217.0,19.3764,329.88,139.25
1983-06-05,16.46,24.0,217.0,19.3764,315.7,139.25
1983-06-06,16.46,24.1,217.1,19.4854,301.6,139.33
1983-06-07,16.47,24.1,217.1,19.4854,287.42,139.33
1983-06-08,16.48,24.1,217.1,19.4854,273.23,139.33
1983-06-09,16.49,24.1,217.1,19.4854,259.05,139.33
1983-06-10,16.5,24.1,217.2,19.4949,244.96,139.43
1983-06-11,16.51,24.1,217.2,19.4949,230.77,139.43
1983-06-12,16.52,24.1,217.2,19.4949,216.59,139.43
1983-06-13,16.53,24.1,217.2,19.4949,202.41,139.43
1983-06-14,16.54,24.1,217.3,19.5045,188.32,139.52
1983-06-15,16.55,24.1,217.3,19.5045,174.13,139.52
1983-06-16,16.56,24.2,217.3,19.6039,159.94,139.51
1983-06-17,16.56,24.2,217.3,19.6039,145.75,139.51
1983-06-18,16.57,24.2,217.3,19.6039,131.57,139.51
1983-06-19,16.58,24.2,217.4,19.6135,117.48,139.61
1983-06-20,16.59,24.2,217.4,19.6135,103.3,139.61
1983-06-21,16.6,24.2,217.4,19.6135,89.11,139.61
1983-06-22,16.61,24.2,217.4,19.6135,74.93,139.61
1983-06-23,16.62,24.2,217.5,19.6231,60.84,139.7
1983-06-24,16.63,24.2,217.5,19.6231,46.65,139.7
1983-06-25,16.64,24.3,217.5,19.7225,32.46,139.69
1983-06-26,16.65,24.3,217.5,19.7225,18.27,139.69
1983-06-27,16.66,24.3,217.5,19.7225,4.09,139.69
1983-06-28,16.66,24.3,217.6,19.7321,350.0,139.79
1983-06-29,16.67,24.3,217.6,19.7321,335.82,139.79
1983-06-30,16.68,24.3,217.6,19.7321,321.63,139.79
1983-07-01,16.69,24.3,217.6,19.7321,307.45,139.79
1983-07-02,16.7,24.3,217.7,19.7417,293.36,139.89
1983-07-03,16.71,24.3,217.7,19.7417,279.18,139.89
1983-07-04,16.72,24.3,217.7,19.7417,264.99,139.89
1983-07-05,16.73,24.4,217.7,19.8412,250.8,139.87
1983-07-06,16.74,24.4,217.7,19.8412,236.61,139.87
1983-07-07,16.75,24.4,217.8,19.8508,222.52,139.97
1983-07-08,16.76,24.4,217.8,19.8508,208.34,139.97
1983-07-09,16.77,24.4,217.8,19.8508,194.15,139.97
1983-07-10,16.77,24.4,217.8,19.8508,179.97,139.97
1983-07-11,16.78,24.4,217.9,19.8604,165.88,140.07
1983-07-12,16.79,24.4,217.9,19.8604,151.7,140.07
1983-07-13,16.8,24.4,217.9,19.8604,137.51,140.07
1983-07-14,16.81,24.4,217.9,19.8604,123.33,140.07
1983-07-15,16.82,24.5,217.9,19.9599,109.13,140.06
1983-07-16,16.83,24.5,218.0,19.9695,95.05,140.15
1983-07-17,16.84,24.5,218.0,19.9695,80.86,140.15
1983-07-18,16.85,24.5,218.0,19.9695,66.68,140.15
1983-07-19,16.86,24.5,218.0,19.9695,52.49,140.15
1983-07-20,16.87,24.5,218.1,19.9792,38.4,140.25
1983-07-21,16.88,24.5,218.1,19.9792,24.22,140.25
1983-07-22,16.88,24.5,218.1,19.9792,10.03,140.25
1983-07-23,16.89,24.5,218.1,19.9792,355.85,140.25
1983-07-24,16.9,24.5,218.1,19.9792,341.67,140.25
1983-07-25,16.91,24.6,218.2,20.0883,327.57,140.33
1983-07-26,16.92,24.6,218.2,20.0883,313.38,140.33
1983-07-27,16.93,24.6,218.2,20.0883,299.2,140.33
1983-07-28,16.94,24.6,218.2,20.0883,285.01,140.33
1983-07-29,16.95,24.6,218.3,20.098,270.92,140.43
1983-07-30,16.96,24.6,218.3,20.098,256.74,140.43
1983-07-31,16.97,24.6,218.3,20.098,242.56,140.43
1983-08-01,16.98,24.6,218.3,20.098,228.37,140.43
1983-08-02,16.99,24.6,218.3,20.098,214.19,140.43
1983-08-03,16.99,24.6,218.4,20.1077,200.1,140.52
1983-08-04,17.0,24.7,218.4,20.2071,185.9,140.51
1983-08-05,17.01,24.7,218.4,20.2071,171.72,140.51
1983-08-06,17.02,24.7,218.4,20.2071,157.53,140.51
1983-08-07,17.03,24.7,218.4,20.2071,143.35,140.51
1983-08-08,17.04,24.7,218.5,20.2168,129.26,140.61
1983-08-09,17.05,24.7,218.5,20.2168,115.08,140.61
1983-08-10,17.06,24.7,218.5,20.2168,100.89,140.61
1983-08-11,17.07,24.7,218.5,20.2168,86.71,140.61
1983-08-12,17.08,24.7,218.6,20.2265,72.62,140.71
1983-08-13,17.09,24.7,218.6,20.2265,58.44,140.71
1983-08-14,17.1,24.8,218.6,20.3259,44.24,140.69
1983-08-15,17.1,24.8,218.6,20.3259,30.06,140.69
1983-08-16,17.11,24.8,218.6,20.3259,15.87,140.69
1983-08-17,17.12,24.8,218.7,20.3357,1.78,140.79
1983-08-18,17.13,24.8,218.7,20.3357,347.6,140.79
1983-08-19,17.14,24.8,218.7,20.3357,333.41,140.79
1983-08-20,17.15,24.8,218.7,20.3357,319.23,140.79
1983-08-21,17.16,24.8,218.7,20.3357,305.05,140.79
1983-08-22,17.17,24.8,218.8,20.3454,290.96,140.89
1983-08-23,17.18,24.8,218.8,20.3454,276.77,140.89
1983-08-24,17.19,24.9,218.8,20.4449,262.58,140.87
1983-08-25,17.2,24.9,218.8,20.4448,248.39,140.87
1983-08-26,17.21,24.9,218.9,20.4546,234.3,140.97
1983-08-27,17.22,24.9,218.9,20.4546,220.12,140.97
1983-08-28,17.22,24.9,218.9,20.4546,205.93,140.97
1983-08-29,17.23,24.9,218.9,20.4546,191.75,140.97
1983-08-30,17.24,24.9,218.9,20.4546,177.57,140.97
1983-08-31,17.25,24.9,219.0,20.4644,163.48,141.07
1983-09-01,17.26,24.9,219.0,20.4644,149.29,141.07
1983-09-02,17.27,24.9,219.0,20.4644,135.11,141.07
1983-09-03,17.28,24.9,219.0,20.4644,120.92,141.07
1983-09-04,17.29,25.0,219.0,20.5638,106.73,141.05
1983-09-05,17.3,25.0,219.1,20.5736,92.64,141.15
1983-09-06,17.31,25.0,219.1,20.5736,78.46,141.15
1983-09-07,17.32,25.0,219.1,20.5736,64.27,141.15
1983-09-08,17.33,25.0,219.1,20.5736,50.09,141.15
1983-09-09,17.34,25.0,219.1,20.5736,35.9,141.15
1983-09-10,17.34,25.0,219.2,20.5834,21.81,141.25
1983-09-11,17.35,25.0,219.2,20.5834,7.63,141.25
1983-09-12,17.36,25.0,219.2,20.5834,353.45,141.25
1983-09-13,17.37,25.0,219.2,20.5834,339.26,141.25
1983-09-14,17.38,25.1,219.3,20.6926,325.16,141.33
1983-09-15,17.39,25.1,219.3,20.6926,310.98,141.33
1983-09-16,17.4,25.1,219.3,20.6926,296.79,141.33
1983-09-17,17.41,25.1,219.3,20.6926,282.61,141.33
1983-09-18,17.42,25.1,219.3,20.6926,268.42,141.33
1983-09-19,17.43,25.1,219.4,20.7024,254.34,141.43
1983-09-20,17.44,25.1,219.4,20.7024,240.15,141.43
1983-09-21,17.45,25.1,219.4,20.7024,225.97,141.43
1983-09-22,17.46,25.1,219.4,20.7024,211.78,141.43
1983-09-23,17.46,25.1,219.4,20.7024,197.6,141.43
1983-09-24,17.47,25.1,219.5,20.7123,183.51,141.52
1983-09-25,17.48,25.2,219.5,20.8117,169.31,141.51
1983-09-26,17.49,25.2,219.5,20.8117,155.13,141.51
1983-09-27,17.5,25.2,219.5,20.8117,140.94,141.51
1983-09-28,17.51,25.2,219.5,20.8117,126.76,141.51
1983-09-29,17.52,25.2,219.6,20.8215,112.67,141.61
1983-09-30,17.53,25.2,219.6,20.8215,98.49,141.61
1983-10-01,17.54,25.2,219.6,20.8215,84.3,141.61
1983-10-02,17.55,25.2,219.6,20.8215,70.12,141.61
1983-10-03,17.56,25.2,219.6,20.8215,55.93,141.61
1983-10-04,17.57,25.2,219.7,20.8314,41.85,141.7
1983-10-05,17.58,25.2,219.7,20.8314,27.66,141.7
1983-10-06,17.58,25.3,219.7,20.9308,13.47,141.69
1983-10-07,17.59,25.3,219.7,20.9308,359.28,141.69
1983-10-08,17.6,25.3,219.7,20.9308,345.1,141.69
1983-10-09,17.61,25.3,219.8,20.9407,331.01,141.79
1983-10-10,17.62,25.3,219.8,20.9407,316.82,141.79
1983-10-11,17.63,25.3,219.8,20.9407,302.64,141.79
1983-10-12,17.64,25.3,219.8,20.9407,288.46,141.79
1983-10-13,17.65,25.3,219.8,20.9407,274.27,141.79
1983-10-14,17.66,25.3,219.9,20.9506,260.18,141.88
1983-10-15,17.67,25.3,219.9,20.9506,246.0,141.88
1983-10-16,17.68,25.3,219.9,20.9506,231.81,141.88
1983-10-17,17.69,25.4,219.9,21.0499,217.62,141.87
1983-10-18,17.7,25.4,219.9,21.0499,203.43,141.87
1983-10-19,17.71,25.4,220.0,21.0599,189.34,141.97
1983-10-20,17.71,25.4,220.0,21.0598,175.16,141.97
1983-10-21,17.72,25.4,220.0,21.0598,160.98,141.97
1983-10-22,17.73,25.4,220.0,21.0598,146.79,141.97
1983-10-23,17.74,25.4,220.0,21.0598,132.61,141.97
1983-10-24,17.75,25.4,220.1,21.0698,118.52,142.06
1983-10-25,17.76,25.4,220.1,21.0698,104.33,142.06
1983-10-26,17.77,25.4,220.1,21.0698,90.15,142.06
1983-10-27,17.78,25.4,220.1,21.0698,75.97,142.06
1983-10-28,17.79,25.5,220.1,21.1691,61.77,142.05
1983-10-29,17.8,25.5,220.2,21.1791,47.68,142.15
1983-10-30,17.81,25.5,220.2,21.1791,33.5,142.15
1983-10-31,17.82,25.5,220.2,21.1791,19.31,142.15
1983-11-01,17.83,25.5,220.2,21.1791,5.13,142.15
1983-11-02,17.84,25.5,220.2,21.1791,350.94,142.15
1983-11-03,17.85,25.5,220.3,21.189,336.86,142.25
1983-11-04,17.85,25.5,220.3,21.189,322.67,142.25
1983-11-05,17.86,25.5,220.3,21.189,308.49,142.25
1983-11-06,17.87,25.5,220.3,21.189,294.3,142.24
1983-11-07,17.88,25.5,220.3,21.189,280.12,142.24
1983-11-08,17.89,25.5,220.4,21.199,266.03,142.34
1983-11-09,17.9,25.6,220.4,21.2983,251.83,142.33
1983-11-10,17.91,25.6,220.4,21.2983,237.65,142.33
1983-11-11,17.92,25.6,220.4,21.2983,223.46,142.33
1983-11-12,17.93,25.6,220.4,21.2983,209.28,142.33
1983-11-13,17.94,25.6,220.5,21.3083,195.19,142.43
1983-11-14,17.95,25.6,220.5,21.3083,181.01,142.43
1983-11-15,17.96,25.6,220.5,21.3083,166.82,142.43
1983-11-16,17.97,25.6,220.5,21.3083,152.64,142.43
1983-11-17,17.98,25.6,220.5,21.3083,138.45,142.43
1983-11-18,17.98,25.6,220.6,21.3183,124.37,142.52
1983-11-19,17.99,25.6,220.6,21.3183,110.18,142.52
1983-11-20,18.0,25.7,220.6,21.4177,95.98,142.51
1983-11-21,18.01,25.7,220.6,21.4176,81.8,142.51
1983-11-22,18.02,25.7,220.6,21.4176,67.62,142.51
1983-11-23,18.03,25.7,220.7,21.4276,53.53,142.61
1983-11-24,18.04,25.7,220.7,21.4276,39.34,142.61
1983-11-25,18.05,25.7,220.7,21.4276,25.16,142.61
1983-11-26,18.06,25.7,220.7,21.4276,10.97,142.61
1983-11-27,18.07,25.7,220.7,21.4276,356.79,142.61
1983-11-28,18.08,25.7,220.8,21.4376,342.7,142.7
1983-11-29,18.09,25.7,220.8,21.4376,328.52,142.7
1983-11-30,18.1,25.7,220.8,21.4376,314.33,142.7
1983-12-01,18.11,25.7,220.8,21.4376,300.15,142.7
1983-12-02,18.12,25.8,220.8,21.537,285.95,142.69
1983-12-03,18.12,25.8,220.9,21.547,271.86,142.79
1983-12-04,18.13,25.8,220.9,21.547,257.68,142.79
1983-12-05,18.14,25.8,220.9,21.547,243.49,142.79
1983-12-06,18.15,25.8,220.9,21.547,229.31,142.79
1983-12-07,18.16,25.8,220.9,21.547,215.13,142.79
1983-12-08,18.17,25.8,221.0,21.557,201.04,142.88
1983-12-09,18.18,25.8,221.0,21.557,186.85,142.88
1983-12-10,18.19,25.8,221.0,21.557,172.67,142.88
1983-12-11,18.2,25.8,221.0,21.557,158.48,142.88
1983-12-12,18.21,25.8,221.0,21.557,144.3,142.88
1983-12-13,18.22,25.8,221.0,21.557,130.12,142.88
1983-12-14,18.23,25.9,221.1,21.6664,116.02,142.97
1983-12-15,18.24,25.9,221.1,21.6664,101.83,142.97
1983-12-16,18.25,25.9,221.1,21.6664,87.65,142.97
1983-12-17,18.26,25.9,221.1,21.6664,73.46,142.97
1983-12-18,18.27,25.9,221.1,21.6664,59.28,142.97
1983-12-19,18.27,25.9,221.2,21.6765,45.19,143.06
1983-12-20,18.28,25.9,221.2,21.6765,31.0,143.06
1983-12-21,18.29,25.9,221.2,21.6765,16.82,143.06
1983-12-22,18.3,25.9,221.2,21.6765,2.64,143.06
1983-12-23,18.31,25.9,221.2,21.6765,348.45,143.06
1983-12-24,18.32,25.9,221.3,21.6866,334.36,143.16
1983-12-25,18.33,25.9,221.3,21.6865,320.18,143.16
1983-12-26,18.34,26.0,221.3,21.7859,305.98,143.15
1983-12-27,18.35,26.0,221.3,21.7859,291.8,143.15
1983-12-28,18.36,26.0,221.3,21.7859,277.61,143.15
1983-12-29,18.37,26.0,221.4,21.796,263.53,143.24
1983-12-30,18.38,26.0,221.4,21.796,249.34,143.24
1983-12-31,18.39,26.0,221.4,21.796,235.16,143.24
1984-01-01,18.4,26.0,221.4,21.796,220.97,143.24
1984-01-02,18.41,26.0,221.4,21.796,206.79,143.24
1984-01-03,18.41,26.0,221.5,21.8061,192.7,143.34
1984-01-04,18.42,26.0,221.5,21.8061,178.51,143.34
1984-01-05,18.43,26.0,221.5,21.8061,164.33,143.34
1984-01-06,18.44,26.0,221.5,21.8061,150.15,143.34
1984-01-07,18.45,26.0,221.5,21.806,135.96,143.34
1984-01-08,18.46,26.1,221.6,21.9155,121.86,143.42
1984-01-09,18.47,26.1,221.6,21.9155,107.68,143.42
1984-01-10,18.48,26.1,221.6,21.9155,93.49,143.42
1984-01-11,18.49,26.1,221.6,21.9155,79.31,143.42
1984-01-12,18.5,26.1,221.6,21.9155,65.12,143.42
1984-01-13,18.51,26.1,221.6,21.9155,50.94,143.42
1984-01-14,18.52,26.1,221.7,21.9256,36.85,143.52
1984-01-15,18.53,26.1,221.7,21.9256,22.67,143.52
1984-01-16,18.54,26.1,221.7,21.9256,8.48,143.52
1984-01-17,18.55,26.1,221.7,21.9256,354.3,143.52
1984-01-18,18.56,26.1,221.7,21.9256,340.11,143.52
1984-01-19,18.57,26.1,221.8,21.9357,326.02,143.61
1984-01-20,18.57,26.2,221.8,22.0351,311.83,143.6
1984-01-21,18.58,26.2,221.8,22.0351,297.64,143.6
1984-01-22,18.59,26.2,221.8,22.0351,283.46,143.6
1984-01-23,18.6,26.2,221.8,22.0351,269.27,143.6
1984-01-24,18.61,26.2,221.9,22.0452,255.19,143.7
1984-01-25,18.62,26.2,221.9,22.0452,241.0,143.7
1984-01-26,18.63,26.2,221.9,22.0452,226.82,143.7
1984-01-27,18.64,26.2,221.9,22.0452,212.63,143.7
1984-01-28,18.65,26.2,221.9,22.0452,198.45,143.7
1984-01-29,18.66,26.2,221.9,22.0452,184.26,143.7
1984-01-30,18.67,26.2,222.0,22.0554,170.18,143.79
1984-01-31,18.68,26.2,222.0,22.0554,155.99,143.79
1984-02-01,18.69,26.2,222.0,22.0554,141.81,143.79
1984-02-02,18.7,26.3,222.0,22.1547,127.61,143.78
1984-02-03,18.71,26.3,222.0,22.1547,113.43,143.78
1984-02-04,18.72,26.3,222.1,22.1649,99.34,143.88
1984-02-05,18.72,26.3,222.1,22.1649,85.15,143.88
1984-02-06,18.73,26.3,222.1,22.1649,70.97,143.88
1984-02-07,18.74,26.3,222.1,22.1649,56.78,143.88
1984-02-08,18.75,26.3,222.1,22.1648,42.6,143.88
1984-02-09,18.76,26.3,222.1,22.1648,28.42,143.88
1984-02-10,18.77,26.3,222.2,22.175,14.33,143.97
1984-02-11,18.78,26.3,222.2,22.175,0.14,143.97
1984-02-12,18.79,26.3,222.2,22.175,345.96,143.97
1984-02-13,18.8,26.3,222.2,22.175,331.77,143.97
1984-02-14,18.81,26.3,222.2,22.175,317.59,143.97
1984-02-15,18.82,26.4,222.3,22.2845,303.49,144.06
1984-02-16,18.83,26.4,222.3,22.2845,289.3,144.06
1984-02-17,18.84,26.4,222.3,22.2845,275.12,144.06
1984-02-18,18.85,26.4,222.3,22.2845,260.94,144.06
1984-02-19,18.86,26.4,222.3,22.2845,246.75,144.06
1984-02-20,18.87,26.4,222.3,22.2845,232.57,144.06
1984-02-21,18.88,26.4,222.4,22.2947,218.48,144.15
1984-02-22,18.89,26.4,222.4,22.2947,204.29,144.15
1984-02-23,18.89,26.4,222.4,22.2947,190.11,144.15
1984-02-24,18.9,26.4,222.4,22.2947,175.93,144.15
1984-02-25,18.91,26.4,222.4,22.2947,161.74,144.15
1984-02-26,18.92,26.4,222.5,22.3049,147.65,144.25
1984-02-27,18.93,26.4,222.5,22.3049,133.47,144.25
1984-02-28,18.94,26.5,222.5,22.4043,119.27,144.24
1984-02-29,18.95,26.5,222.5,22.4043,105.09,144.24
1984-03-01,18.96,26.5,222.5,22.4043,90.9,144.24
1984-03-02,18.97,26.5,222.5,22.4043,76.72,144.24
1984-03-03,18.98,26.5,222.6,22.4145,62.63,144.33
1984-03-04,18.99,26.5,222.6,22.4145,48.45,144.33
1984-03-05,19.0,26.5,222.6,22.4145,34.26,144.33
1984-03-06,19.01,26.5,222.6,22.4145,20.08,144.33
1984-03-07,19.02,26.5,222.6,22.4145,5.89,144.33
1984-03-08,19.03,26.5,222.7,22.4247,351.8,144.43
1984-03-09,19.04,26.5,222.7,22.4247,337.62,144.43
1984-03-10,19.05,26.5,222.7,22.4247,323.43,144.43
1984-03-11,19.06,26.5,222.7,22.4247,309.25,144.43
1984-03-12,19.06,26.5,222.7,22.4247,295.07,144.43
1984-03-13,19.07,26.6,222.7,22.524,280.87,144.42
1984-03-14,19.08,26.6,222.8,22.5343,266.78,144.51
1984-03-15,19.09,26.6,222.8,22.5343,252.6,144.51
1984-03-16,19.1,26.6,222.8,22.5343,238.41,144.51
1984-03-17,19.11,26.6,222.8,22.5343,224.23,144.51
1984-03-18,19.12,26.6,222.8,22.5343,210.04,144.51
1984-03-19,19.13,26.6,222.8,22.5343,195.86,144.51
1984-03-20,19.14,26.6,222.9,22.5445,181.77,144.61
1984-03-21,19.15,26.6,222.9,22.5445,167.59,144.61
1984-03-22,19.16,26.6,222.9,22.5445,153.4,144.61
1984-03-23,19.17,26.6,222.9,22.5445,139.22,144.61
1984-03-24,19.18,26.6,222.9,22.5445,125.03,144.61
1984-03-25,19.19,26.6,223.0,22.5548,110.94,144.7
1984-03-26,19.2,26.6,223.0,22.5548,96.76,144.7
1984-03-27,19.21,26.7,223.0,22.6541,82.56,144.69
1984-03-28,19.22,26.7,223.0,22.6541,68.38,144.69
1984-03-29,19.23,26.7,223.0,22.6541,54.19,144.69
1984-03-30,19.23,26.7,223.0,22.6541,40.01,144.69
1984-03-31,19.24,26.7,223.1,22.6644,25.92,144.79
1984-04-01,19.25,26.7,223.1,22.6644,11.74,144.79
1984-04-02,19.26,26.7,223.1,22.6644,357.55,144.79
1984-04-03,19.27,26.7,223.1,22.6644,343.37,144.79
1984-04-04,19.28,26.7,223.1,22.6644,329.18,144.79
1984-04-05,19.29,26.7,223.1,22.6643,315.0,144.79
1984-04-06,19.3,26.7,223.2,22.6746,300.91,144.88
1984-04-07,19.31,26.7,223.2,22.6746,286.73,144.88
1984-04-08,19.32,26.7,223.2,22.6746,272.54,144.88
1984-04-09,19.33,26.7,223.2,22.6746,258.36,144.88
1984-04-10,19.34,26.8,223.2,22.774,244.16,144.87
1984-04-11,19.35,26.8,223.2,22.774,229.98,144.87
1984-04-12,19.36,26.8,223.3,22.7843,215.89,144.97
1984-04-13,19.37,26.8,223.3,22.7843,201.7,144.97
1984-04-14,19.38,26.8,223.3,22.7843,187.52,144.97
1984-04-15,19.39,26.8,223.3,22.7842,173.33,144.97
1984-04-16,19.4,26.8,223.3,22.7842,159.15,144.97
1984-04-17,19.41,26.8,223.4,22.7946,145.06,145.06
1984-04-18,19.41,26.8,223.4,22.7946,130.88,145.06
1984-04-19,19.42,26.8,223.4,22.7946,116.69,145.06
1984-04-20,19.43,26.8,223.4,22.7945,102.51,145.06
1984-04-21,19.44,26.8,223.4,22.7945,88.32,145.06
1984-04-22,19.45,26.8,223.4,22.7945,74.14,145.06
1984-04-23,19.46,26.8,223.5,22.8049,60.05,145.16
1984-04-24,19.47,26.9,223.5,22.9042,45.85,145.15
1984-04-25,19.48,26.9,223.5,22.9042,31.67,145.15
1984-04-26,19.49,26.9,223.5,22.9042,17.49,145.15
1984-04-27,19.5,26.9,223.5,22.9042,3.3,145.15
1984-04-28,19.51,26.9,223.5,22.9042,349.12,145.15
1984-04-29,19.52,26.9,223.6,22.9145,335.03,145.24
1984-04-30,19.53,26.9,223.6,22.9145,320.84,145.24
1984-05-01,19.54,26.9,223.6,22.9145,306.66,145.24
1984-05-02,19.55,26.9,223.6,22.9145,292.48,145.24
1984-05-03,19.56,26.9,223.6,22.9145,278.29,145.24
1984-05-04,19.57,26.9,223.6,22.9145,264.11,145.24
1984-05-05,19.58,26.9,223.7,22.9249,250.02,145.34
1984-05-06,19.59,26.9,223.7,22.9248,235.83,145.34
1984-05-07,19.6,26.9,223.7,22.9248,221.65,145.34
1984-05-08,19.6,27.0,223.7,23.0242,207.45,145.32
1984-05-09,19.61,27.0,223.7,23.0242,193.27,145.32
1984-05-10,19.62,27.0,223.7,23.0241,179.08,145.32
1984-05-11,19.63,27.0,223.8,23.0345,165.0,145.42
1984-05-12,19.64,27.0,223.8,23.0345,150.81,145.42
1984-05-13,19.65,27.0,223.8,23.0345,136.63,145.42
1984-05-14,19.66,27.0,223.8,23.0345,122.44,145.42
1984-05-15,19.67,27.0,223.8,23.0345,108.26,145.42
1984-05-16,19.68,27.0,223.8,23.0345,94.07,145.42
1984-05-17,19.69,27.0,223.9,23.0449,79.98,145.52
1984-05-18,19.7,27.0,223.9,23.0449,65.8,145.52
1984-05-19,19.71,27.0,223.9,23.0449,51.62,145.52
1984-05-20,19.72,27.0,223.9,23.0449,37.43,145.52
1984-05-21,19.73,27.0,223.9,23.0449,23.25,145.52
1984-05-22,19.74,27.0,223.9,23.0448,9.06,145.52
1984-05-23,19.75,27.1,224.0,23.1546,354.96,145.6
1984-05-24,19.76,27.1,224.0,23.1545,340.78,145.6
1984-05-25,19.77,27.1,224.0,23.1545,326.59,145.6
1984-05-26,19.78,27.1,224.0,23.1545,312.41,145.6
1984-05-27,19.79,27.1,224.0,23.1545,298.22,145.6
1984-05-28,19.79,27.1,224.0,23.1545,284.04,145.6
1984-05-29,19.8,27.1,224.1,23.1649,269.95,145.7
1984-05-30,19.81,27.1,224.1,23.1649,255.77,145.7
1984-05-31,19.82,27.1,224.1,23.1649,241.58,145.7
1984-06-01,19.83,27.1,224.1,23.1649,227.4,145.7
1984-06-02,19.84,27.1,224.1,23.1649,213.21,145.7
1984-06-03,19.85,27.1,224.1,23.1649,199.03,145.7
1984-06-04,19.86,27.1,224.2,23.1753,184.94,145.79
1984-06-05,19.87,27.1,224.2,23.1753,170.76,145.79
1984-06-06,19.88,27.1,224.2,23.1753,156.57,145.79
1984-06-07,19.89,27.2,224.2,23.2746,142.37,145.78
1984-06-08,19.9,27.2,224.2,23.2746,128.19,145.78
1984-06-09,19.91,27.2,224.2,23.2746,114.01,145.78
1984-06-10,19.92,27.2,224.3,23.285,99.92,145.88
1984-06-11,19.93,27.2,224.3,23.285,85.73,145.88
1984-06-12,19.94,27.2,224.3,23.285,71.55,145.88
1984-06-13,19.95,27.2,224.3,23.285,57.36,145.88
1984-06-14,19.96,27.2,224.3,23.285,43.18,145.87
1984-06-15,19.97,27.2,224.3,23.285,29.0,145.87
1984-06-16,19.98,27.2,224.4,23.2954,14.91,145.97
1984-06-17,19.99,27.2,224.4,23.2954,0.72,145.97
1984-06-18,19.99,27.2,224.4,23.2954,346.54,145.97
1984-06-19,20.0,27.2,224.4,23.2954,332.35,145.97
1984-06-20,20.01,27.2,224.4,23.2954,318.17,145.97
1984-06-21,20.02,27.2,224.4,23.2954,303.99,145.97
1984-06-22,20.03,27.3,224.5,23.4052,289.88,146.05
1984-06-23,20.04,27.3,224.5,23.4052,275.7,146.05
1984-06-24,20.05,27.3,224.5,23.4052,261.52,146.05
1984-06-25,20.06,27.3,224.5,23.4052,247.33,146.05
1984-06-26,20.07,27.3,224.5,23.4051,233.15,146.05
1984-06-27,20.08,27.3,224.5,23.4051,218.96,146.05
1984-06-28,20.09,27.3,224.6,23.4156,204.87,146.15
1984-06-29,20.1,27.3,224.6,23.4156,190.69,146.15
1984-06-30,20.11,27.3,224.6,23.4156,176.5,146.15
1984-07-01,20.12,27.3,224.6,23.4156,162.32,146.15
1984-07-02,20.13,27.3,224.6,23.4156,148.14,146.15
1984-07-03,20.14,27.3,224.6,23.4156,133.95,146.15
1984-07-04,20.15,27.3,224.7,23.426,119.86,146.25
1984-07-05,20.16,27.3,224.7,23.426,105.68,146.25
1984-07-06,20.17,27.3,224.7,23.426,91.49,146.25
1984-07-07,20.18,27.3,224.7,23.426,77.31,146.25
1984-07-08,20.19,27.4,224.7,23.5253,63.11,146.23
1984-07-09,20.2,27.4,224.7,23.5253,48.93,146.23
1984-07-10,20.2,27.4,224.7,23.5253,34.74,146.23
1984-07-11,20.21,27.4,224.8,23.5358,20.66,146.33
1984-07-12,20.22,27.4,224.8,23.5358,6.47,146.33
1984-07-13,20.23,27.4,224.8,23.5358,352.29,146.33
1984-07-14,20.24,27.4,224.8,23.5358,338.1,146.33
1984-07-15,20.25,27.4,224.8,23.5358,323.92,146.33
1984-07-16,20.26,27.4,224.8,23.5358,309.73,146.33
1984-07-17,20.27,27.4,224.9,23.5463,295.64,146.43
1984-07-18,20.28,27.4,224.9,23.5463,281.46,146.43
1984-07-19,20.29,27.4,224.9,23.5463,267.28,146.42
1984-07-20,20.3,27.4,224.9,23.5463,253.09,146.42
1984-07-21,20.31,27.4,224.9,23.5462,238.91,146.42
1984-07-22,20.32,27.4,224.9,23.5462,224.72,146.42
1984-07-23,20.33,27.4,225.0,23.5567,210.63,146.52
1984-07-24,20.34,27.5,225.0,23.656,196.44,146.51
1984-07-25,20.35,27.5,225.0,23.656,182.25,146.51
1984-07-26,20.36,27.5,225.0,23.656,168.07,146.51
1984-07-27,20.37,27.5,225.0,23.656,153.88,146.51
1984-07-28,20.38,27.5,225.0,23.656,139.7,146.51
